"wage","educ","exper","race","smsa","ne","mw","so","we","pt"
1282.05,15,25,0,1,1,0,0,0,0
427.35,8,37,0,1,0,1,0,0,0
906.93,18,29,0,1,0,1,0,0,0
712.25,15,9,0,1,1,0,0,0,0
1661.92,18,11,0,1,0,0,0,1,0
104.46,14,8,0,1,1,0,0,0,0
759.73,16,14,0,1,0,0,1,0,0
427.35,12,14,0,1,1,0,0,0,0
779.73,12,31,0,1,0,0,1,0,0
764.48,12,11,0,1,0,1,0,0,0
190.8,11,44,0,0,0,0,0,1,1
308.64,12,31,0,0,0,0,1,0,0
540.12,8,42,0,1,0,0,1,0,0
617.28,14,3,0,1,0,1,0,0,0
919.36,12,34,0,0,0,0,1,0,0
451.09,9,53,1,1,0,0,1,0,0
254.04,12,3,1,1,0,0,1,0,0
712.25,12,42,0,1,1,0,0,0,0
569.8,12,8,0,1,0,1,0,0,0
768.18,12,11,0,1,0,1,0,0,0
1055.89,12,24,0,1,0,1,0,0,0
854.7,12,24,0,1,1,0,0,0,0
420.88,10,11,0,1,0,0,0,1,0
664.77,14,7,0,1,1,0,0,0,0
237.42,12,7,0,1,1,0,0,0,1
735.99,16,10,0,1,1,0,0,0,0
735.99,16,38,0,0,0,0,1,0,0
830.96,12,43,0,1,0,1,0,0,0
759.73,10,27,1,1,0,0,1,0,0
370.37,14,17,0,1,0,0,0,1,0
403.61,13,25,0,1,0,0,0,1,0
118.71,13,2,0,1,1,0,0,0,0
1187.08,12,14,0,1,0,0,0,1,0
569.8,7,30,0,0,0,0,1,0,0
720.94,9,42,0,1,0,1,0,0,0
384.62,12,4,1,1,0,0,1,0,0
807.22,12,39,0,1,0,0,1,0,0
123.46,12,1,1,0,0,0,1,0,1
760.45,13,26,1,1,1,0,0,0,0
109.21,12,2,0,1,0,1,0,0,1
100.78,13,0,0,1,0,0,1,0,1
288.07,12,48,0,1,0,0,0,1,1
878.44,12,13,0,0,0,1,0,0,0
266.67,12,4,0,1,0,1,0,0,0
183.39,12,28,0,0,0,0,0,1,1
284.9,9,19,0,1,0,1,0,0,0
320.51,13,5,0,1,0,1,0,0,0
522.32,12,40,0,1,1,0,0,0,0
216.05,13,10,0,0,0,0,1,0,0
232.67,12,12,1,1,0,0,1,0,0
414.01,13,25,0,0,0,0,0,1,0
664.77,13,26,0,1,0,0,0,1,0
717,15,11,0,1,0,0,1,0,0
493.83,18,19,1,1,0,0,1,0,1
189.93,16,-1,0,1,0,0,1,0,0
411.52,12,43,0,1,0,0,1,0,0
427.98,14,0,0,1,0,1,0,0,1
652.9,12,39,0,1,0,0,1,0,0
368,12,39,0,1,0,0,1,0,0
1187.08,18,17,0,0,0,0,0,1,0
379.87,13,2,0,0,0,0,0,1,0
225.13,11,7,0,1,1,0,0,0,0
641.03,16,1,0,1,0,0,0,1,0
284.9,16,8,0,1,0,0,0,1,0
717.77,12,4,0,1,0,1,0,0,0
154.32,13,0,0,1,0,0,1,0,0
641.03,18,30,0,1,0,1,0,0,0
199.43,16,4,1,0,0,0,1,0,0
555.56,12,14,0,0,0,0,1,0,0
240.55,8,15,0,0,1,0,0,0,0
205.76,4,28,0,1,0,0,0,1,0
203.75,16,7,0,1,0,0,1,0,1
522.32,16,9,0,1,1,0,0,0,0
797.65,12,30,0,1,1,0,0,0,0
569.8,18,24,0,1,0,1,0,0,0
498.58,13,15,0,1,0,1,0,0,0
1742.92,12,19,0,1,0,1,0,0,0
237.42,12,28,0,0,0,1,0,0,0
403.61,12,11,0,0,1,0,0,0,0
63.24,17,9,0,1,0,0,0,1,0
249.29,13,2,0,1,0,0,1,0,0
399.42,12,5,0,0,0,1,0,0,0
142.45,5,16,0,1,0,0,0,1,0
128.6,15,-2,0,1,0,1,0,0,1
154.32,9,32,0,0,0,0,1,0,0
1187.08,14,24,0,1,0,0,1,0,0
284.9,14,14,0,1,0,0,1,0,1
79.77,8,49,0,0,1,0,0,0,1
944.92,16,9,0,1,0,0,1,0,0
498.46,18,10,0,1,0,0,1,0,0
830.96,16,3,0,1,0,0,0,1,0
427.35,13,13,0,0,0,0,1,0,0
1092.12,18,19,0,1,0,0,1,0,0
287.11,12,6,0,1,0,0,1,0,0
1041.98,8,52,0,1,0,1,0,0,0
92.59,12,0,0,1,0,0,0,1,1
286.42,7,57,0,1,0,0,1,0,0
197.53,6,14,0,1,0,0,0,1,0
830.96,13,23,0,1,0,0,1,0,0
925.93,18,33,0,1,0,1,0,0,0
94.97,9,10,0,0,0,0,1,0,0
160.49,11,2,0,1,0,0,1,0,0
343.36,15,6,0,0,0,1,0,0,0
253.24,12,6,0,1,0,0,1,0,0
367.9,9,41,0,1,0,0,0,1,0
1068.38,17,15,0,1,1,0,0,0,0
593.54,12,20,0,1,0,1,0,0,0
213.68,5,10,0,1,0,0,1,0,0
1044.63,12,42,0,1,1,0,0,0,0
284.9,16,2,0,1,1,0,0,0,1
65.65,12,11,0,0,0,0,1,0,0
280.58,13,1,0,1,1,0,0,0,0
50.39,18,6,0,1,0,0,1,0,1
712.25,14,21,0,1,0,0,1,0,0
498.58,12,13,0,0,0,0,1,0,0
296.3,18,10,0,1,0,1,0,0,0
712.25,13,31,1,1,0,1,0,0,0
216.05,15,0,0,1,0,0,0,1,0
1150.39,11,45,0,1,0,1,0,0,0
593.54,16,41,0,1,1,0,0,0,0
237.42,10,15,0,1,0,0,1,0,0
997.15,10,37,0,1,0,0,1,0,0
68.59,14,1,0,1,1,0,0,0,0
261.16,16,1,0,1,1,0,0,0,1
166.19,18,25,0,1,0,0,1,0,0
498.58,11,43,1,1,1,0,0,0,0
77.16,14,0,0,1,0,1,0,0,1
301.52,10,35,0,0,0,0,1,0,0
569.8,12,13,0,0,0,0,1,0,0
474.83,16,25,0,1,0,0,0,1,0
536.56,12,18,0,1,0,1,0,0,0
427.35,12,12,0,0,1,0,0,0,0
192.04,12,1,1,1,0,0,1,0,0
1780.63,18,21,0,1,0,0,0,1,0
256.79,12,21,1,1,0,0,1,0,0
356.13,12,16,0,1,0,1,0,0,0
246.91,12,11,0,1,1,0,0,0,0
1251.89,12,38,0,1,0,1,0,0,0
1187.08,15,19,0,0,0,0,0,1,0
488.19,12,24,0,0,0,1,0,0,0
1543.21,17,36,0,1,0,0,0,1,0
148.15,17,2,0,1,0,0,0,1,1
84.28,8,25,0,1,0,0,1,0,1
284.9,7,50,0,1,0,0,1,0,0
589.21,11,23,0,1,0,0,0,1,0
730.58,12,31,0,0,0,0,0,1,0
1661.92,18,17,0,1,0,1,0,0,0
1032.76,13,23,0,1,0,0,0,1,0
1139.6,18,16,0,1,0,1,0,0,0
795.35,15,27,0,1,0,0,1,0,0
2374.15,18,19,0,1,0,0,0,1,0
427.35,12,3,0,1,0,0,0,1,0
666.67,18,4,0,1,1,0,0,0,0
308.64,14,7,0,1,0,0,1,0,0
493.83,5,40,0,1,0,0,0,1,0
104.3,4,36,0,1,0,1,0,0,0
949.67,16,9,0,1,0,0,0,1,0
591.93,12,40,0,1,0,0,1,0,0
444.44,12,14,0,1,1,0,0,0,0
759.73,12,33,0,1,0,0,0,1,0
237.42,17,12,0,1,0,0,1,0,0
356.13,13,1,1,1,0,0,1,0,0
949.67,17,17,0,0,1,0,0,0,0
474.83,12,18,0,1,0,0,0,1,0
567.71,12,12,0,1,0,0,1,0,0
546.06,12,16,0,1,0,0,0,1,0
152.51,13,-1,0,0,0,0,0,1,0
740.74,18,13,0,1,0,1,0,0,0
1899.34,16,23,0,1,1,0,0,0,0
246.91,18,4,0,1,1,0,0,0,1
543.54,12,11,0,1,1,0,0,0,0
1044.63,13,35,0,0,0,0,1,0,0
370.37,12,12,0,1,0,0,0,1,0
338.9,8,12,0,1,1,0,0,0,0
83.1,16,3,0,0,0,1,0,0,1
735.99,12,16,1,1,0,0,0,1,0
112.35,15,2,0,1,0,0,0,1,1
1474.03,18,33,0,1,0,0,1,0,0
220.46,12,1,0,0,0,1,0,0,0
759.73,14,24,0,1,1,0,0,0,0
67.02,12,5,0,1,0,1,0,0,0
949.67,13,26,0,1,1,0,0,0,0
356.13,10,30,1,0,0,0,1,0,0
1020.89,16,16,1,1,0,1,0,0,0
404.04,16,7,0,1,0,0,0,1,1
126.61,13,7,1,1,0,0,0,1,0
832.62,18,19,0,1,0,0,1,0,0
617.28,12,45,0,1,0,0,0,1,0
712.25,15,12,0,0,0,0,1,0,0
712.25,12,16,0,1,1,0,0,0,0
92.59,11,1,0,1,0,0,0,1,0
973.41,18,23,0,1,1,0,0,0,0
432.1,12,25,1,1,0,0,1,0,0
987.65,16,5,0,1,0,1,0,0,0
177.78,12,14,0,0,0,1,0,0,0
617.28,12,23,0,1,0,1,0,0,0
237.42,14,33,0,1,0,1,0,0,0
493.83,15,8,0,1,1,0,0,0,0
284.9,11,7,0,1,0,0,0,1,0
451.09,12,12,0,1,0,1,0,0,0
349.79,15,46,0,0,0,0,0,1,0
353.21,15,9,0,0,0,0,1,0,0
1780.63,15,22,0,1,0,0,1,0,0
498.58,12,7,0,1,0,1,0,0,0
664.77,12,37,0,1,1,0,0,0,0
237.42,10,10,0,1,0,0,0,1,0
1187.08,14,32,1,1,0,0,0,1,0
284.9,7,35,0,0,0,0,1,0,0
474.83,14,18,0,0,0,1,0,0,0
783.48,14,39,0,1,0,0,1,0,0
629.15,16,11,0,1,1,0,0,0,0
213.99,12,1,0,1,0,0,1,0,1
389.08,12,8,0,0,0,0,1,0,0
284.59,13,13,1,1,0,0,0,1,0
503.21,12,16,0,0,0,1,0,0,0
1187.08,7,33,0,1,1,0,0,0,0
142.45,12,50,0,0,0,1,0,0,1
949.67,16,25,0,1,0,1,0,0,0
333.57,18,2,0,1,0,1,0,0,0
251.4,12,6,0,0,1,0,0,0,0
189.93,12,12,1,1,0,0,1,0,0
493.83,14,17,0,1,0,1,0,0,0
830.96,14,17,0,0,0,0,0,1,0
959.88,16,5,0,1,0,0,1,0,0
807.22,16,3,0,1,0,1,0,0,0
759.73,12,13,0,0,0,0,1,0,0
474.83,12,23,0,0,0,0,1,0,0
1020.89,11,29,0,1,0,1,0,0,0
498.58,16,2,0,1,0,0,1,0,0
356.13,14,9,0,1,0,0,1,0,0
61.73,17,-1,0,0,0,1,0,0,1
160.18,6,20,0,1,0,0,1,0,0
493.83,12,3,0,1,0,0,1,0,0
1305.79,16,45,0,1,0,0,1,0,0
830.96,13,32,0,1,0,0,1,0,0
527.07,14,14,0,1,0,0,1,0,0
220.8,10,11,0,1,0,0,0,1,0
712.25,11,27,0,0,0,0,1,0,0
955.79,15,22,0,1,0,1,0,0,0
686.04,12,7,0,1,0,0,1,0,0
688.51,12,20,0,1,1,0,0,0,0
436.85,16,26,0,1,0,0,0,1,0
664.77,10,9,0,0,0,0,1,0,0
1780.63,18,5,0,1,0,0,0,1,0
356.13,14,5,1,1,0,0,1,0,0
664.77,16,6,0,1,0,0,0,1,0
569.8,6,19,0,1,0,0,0,1,0
391.74,16,11,0,1,0,1,0,0,0
284.9,12,8,0,1,0,0,1,0,0
71.23,13,28,0,0,0,1,0,0,0
1139.6,18,11,0,1,0,0,1,0,0
194.44,1,16,0,0,0,0,1,0,0
522.32,12,25,0,1,0,1,0,0,0
451.09,17,5,0,0,0,0,1,0,0
293.4,12,5,0,1,1,0,0,0,0
237.42,12,4,0,1,0,0,0,1,0
617.28,12,12,0,1,0,0,0,1,0
563.77,12,42,0,1,0,0,1,0,0
522.32,15,5,0,1,0,1,0,0,0
581.67,14,13,0,0,0,0,1,0,0
546.06,9,28,0,0,0,0,0,1,0
593.54,12,37,0,0,0,1,0,0,0
522.32,11,45,1,1,1,0,0,0,0
1234.57,18,15,0,0,0,0,0,1,0
130.41,12,38,0,0,0,1,0,0,0
1139.6,14,34,0,1,0,0,0,1,0
284.9,12,27,1,1,0,0,0,1,0
735.99,16,12,0,1,0,1,0,0,0
356.13,12,12,0,0,0,0,1,0,0
985.28,14,44,0,0,0,0,1,0,0
790.36,12,30,0,0,0,1,0,0,0
830.96,10,34,0,1,0,0,1,0,0
356.13,15,9,0,1,1,0,0,0,0
372.84,4,24,1,0,0,0,1,0,0
403.61,12,10,0,1,1,0,0,0,0
227.02,15,0,0,1,0,0,0,1,1
108.02,13,0,1,1,0,0,1,0,1
284.9,16,0,0,0,0,1,0,0,1
356.13,0,54,0,1,0,0,1,0,0
403.61,14,13,1,1,0,0,1,0,0
911.68,14,10,0,1,0,0,1,0,0
617.28,12,8,0,1,0,0,0,1,0
1384.57,18,21,0,1,0,0,1,0,0
593.54,14,19,0,0,0,0,0,1,0
712.25,13,13,0,0,1,0,0,0,0
460.39,16,12,0,1,0,0,1,0,0
546.06,16,7,0,1,0,0,0,1,0
688.51,16,6,0,1,0,0,1,0,0
1187.08,15,18,0,0,0,0,0,1,0
345.68,16,22,0,0,0,0,0,1,1
123.46,11,49,0,0,0,0,1,0,1
709.88,12,16,0,1,0,1,0,0,0
382.19,12,15,0,0,0,0,1,0,0
641.03,18,32,0,1,0,0,1,0,0
256.41,12,25,0,0,0,1,0,0,0
442.83,12,8,0,0,0,1,0,0,0
213.68,2,51,0,0,0,0,1,0,0
166.19,14,18,0,0,0,1,0,0,0
237.42,6,28,0,1,0,0,0,1,0
415.48,12,14,0,0,0,1,0,0,0
415.48,12,22,0,0,0,1,0,0,0
1092.12,16,5,0,1,1,0,0,0,0
109.19,14,-1,0,1,1,0,0,0,1
347.79,12,13,0,0,0,1,0,0,0
403.61,16,15,0,1,0,0,1,0,0
451.09,12,43,0,1,0,1,0,0,0
712.25,11,31,0,1,0,0,0,1,0
1377.02,18,13,0,1,0,1,0,0,0
293.21,10,31,0,1,0,1,0,0,0
427.35,13,39,0,1,0,0,0,1,0
3283.95,10,10,0,1,0,0,0,1,1
304.8,12,10,0,1,0,0,1,0,0
451.09,11,14,0,1,0,1,0,0,0
380.34,11,21,0,1,0,1,0,0,0
2374.15,18,17,0,1,1,0,0,0,0
7716.05,3,59,0,1,0,0,1,0,1
830.96,12,29,0,1,0,0,0,1,0
123.46,12,42,0,1,0,0,0,1,1
1899.34,9,36,0,1,0,0,0,1,0
833.74,13,35,0,1,0,0,1,0,0
370.37,12,7,0,1,0,0,0,1,0
74.51,14,-2,0,1,1,0,0,0,1
830.96,7,26,0,1,0,0,0,1,0
199.43,2,15,0,1,0,0,0,1,0
324.38,12,10,0,1,1,0,0,0,0
408.36,12,5,0,1,0,0,1,0,0
810.47,12,13,0,1,1,0,0,0,0
237.42,16,8,0,0,0,0,1,0,0
733.88,12,31,0,0,0,0,1,0,0
185.19,10,5,0,0,0,0,1,0,0
237.42,12,13,0,1,1,0,0,0,0
118.64,15,7,0,0,0,1,0,0,1
308.64,14,9,0,1,1,0,0,0,0
1899.34,15,21,0,1,0,0,0,1,0
1056.51,18,18,0,1,0,1,0,0,0
197.22,16,0,0,1,0,0,1,0,1
261.16,16,4,0,1,0,1,0,0,1
664.77,15,12,0,1,1,0,0,0,0
73.6,14,13,0,1,0,1,0,0,1
688.51,12,8,0,0,0,1,0,0,0
284.9,9,19,0,1,0,1,0,0,0
213.68,12,10,0,1,0,0,0,1,0
593.54,14,27,0,0,0,0,0,1,0
515.62,12,8,0,1,1,0,0,0,0
474.83,12,6,0,1,1,0,0,0,0
741.41,14,14,0,0,1,0,0,0,0
712.25,10,20,0,1,0,1,0,0,0
592.59,12,10,1,1,0,1,0,0,0
427.35,12,12,0,0,1,0,0,0,0
185.19,9,13,0,0,0,0,1,0,0
712.25,13,26,0,1,0,0,1,0,0
392.82,15,14,0,0,0,0,0,1,1
182.72,12,2,0,0,0,1,0,0,0
1333.33,13,27,0,1,0,0,1,0,0
165.43,14,10,0,1,0,0,1,0,0
308.64,9,8,0,1,0,1,0,0,0
735.99,15,17,0,1,0,0,0,1,0
830.96,12,39,0,1,0,0,0,1,0
712.25,12,31,0,1,0,1,0,0,0
106.84,12,1,0,0,0,1,0,0,1
256.17,7,41,0,1,0,0,1,0,0
997.15,15,33,0,1,0,0,1,0,0
225.55,12,27,1,1,0,1,0,0,0
1068.38,12,15,1,1,0,0,0,1,0
691.36,13,4,0,0,0,0,1,0,0
426.16,12,8,0,0,0,0,1,0,0
664.77,11,32,1,1,0,1,0,0,0
617.28,10,15,1,0,0,0,1,0,0
767.08,16,22,0,1,0,1,0,0,0
474.83,12,8,0,1,0,1,0,0,0
712.25,15,15,1,1,0,1,0,0,0
709.88,12,16,0,0,0,1,0,0,0
356.05,12,22,1,0,0,0,1,0,0
82.3,12,4,1,1,0,1,0,0,1
237.42,16,7,0,1,0,0,0,1,0
949.67,16,43,0,1,0,1,0,0,0
493.83,14,0,0,0,1,0,0,0,0
735.99,14,17,1,0,1,0,0,0,0
973.41,12,28,0,1,0,0,0,1,0
498.58,16,4,0,1,0,0,0,1,0
308.64,7,48,0,1,0,0,1,0,0
961.54,18,28,0,1,0,0,1,0,0
462.96,12,13,0,1,1,0,0,0,0
830.96,18,10,0,1,0,1,0,0,0
1115.86,18,27,1,1,0,0,1,0,0
393.4,7,48,0,0,0,0,1,0,0
465.8,18,0,0,1,0,1,0,0,0
261.16,16,6,0,1,0,1,0,0,0
416.67,11,9,0,1,0,0,1,0,0
892.92,12,45,0,1,0,0,0,1,0
757.36,12,43,0,1,1,0,0,0,0
118.71,15,4,0,1,0,1,0,0,1
171.47,7,55,0,1,0,0,1,0,1
213.27,12,25,1,0,0,0,1,0,0
973.41,8,43,0,1,1,0,0,0,0
453.51,12,12,0,0,0,0,1,0,0
771.6,14,30,0,1,0,0,1,0,0
1092.12,18,27,0,1,0,0,0,1,0
661.38,12,2,0,0,0,1,0,0,0
626.52,13,22,0,1,1,0,0,0,0
1139.28,12,36,0,1,0,1,0,0,0
432.1,13,9,0,1,0,0,1,0,0
890.31,16,23,0,1,0,0,0,1,0
284.9,16,5,0,1,1,0,0,0,0
1424.5,18,19,0,1,0,0,1,0,0
2374.15,18,12,0,1,0,0,1,0,0
830.96,12,15,0,1,1,0,0,0,0
569.8,12,26,0,1,0,0,0,1,0
807.22,18,17,0,1,1,0,0,0,0
356.13,15,4,0,1,1,0,0,0,0
712.25,17,45,0,1,1,0,0,0,0
296.77,8,32,0,0,0,0,0,1,0
617.28,14,6,0,1,1,0,0,0,0
361.34,16,8,0,0,0,0,1,0,0
759.73,8,45,0,0,0,0,1,0,0
1020.89,18,6,0,1,1,0,0,0,0
233.99,12,1,0,1,1,0,0,0,0
973.41,14,26,0,1,0,1,0,0,0
1139.6,18,9,0,1,0,1,0,0,0
1471.98,18,27,0,1,0,1,0,0,0
96.23,13,2,0,1,0,1,0,0,1
2207.98,17,25,0,1,0,0,0,1,0
712.25,15,16,0,0,0,0,0,1,0
379.87,9,12,0,1,0,0,1,0,0
617.28,15,40,0,1,0,1,0,0,0
664.77,12,9,0,1,0,1,0,0,0
290.49,10,4,0,1,0,0,1,0,1
593.54,12,12,0,0,1,0,0,0,0
1103.99,13,13,0,1,0,0,0,1,0
933.71,17,8,0,1,1,0,0,0,0
593.54,12,40,0,1,1,0,0,0,0
303.7,12,42,0,1,1,0,0,0,1
364.67,12,5,0,0,0,1,0,0,0
215.06,12,22,0,0,0,0,1,0,0
979.6,18,9,0,1,0,0,0,1,0
878.44,16,15,0,0,0,0,0,1,0
664.77,18,13,1,1,1,0,0,0,0
949.67,12,7,0,1,0,1,0,0,0
498.58,12,31,0,1,1,0,0,0,0
949.67,12,28,0,1,1,0,0,0,0
189.93,13,22,0,0,0,0,0,1,0
783.48,14,26,0,1,0,1,0,0,0
902.18,16,20,0,1,0,0,1,0,0
486.7,12,21,0,1,0,0,1,0,0
759.73,12,42,0,1,0,0,1,0,0
899.81,12,12,0,1,1,0,0,0,0
546.06,12,5,0,1,0,1,0,0,0
1139.6,16,7,0,1,0,0,0,1,0
96.3,12,7,0,1,0,0,0,1,0
712.25,16,15,0,1,0,0,0,1,0
1424.5,18,27,0,1,0,0,0,1,0
731.24,12,19,0,0,0,1,0,0,0
366.26,13,22,0,1,1,0,0,0,0
123.46,17,4,0,1,0,0,1,0,0
1068.38,16,26,0,1,0,0,0,1,0
1689.22,18,27,0,1,0,0,1,0,0
997.15,10,43,0,1,1,0,0,0,0
664.77,12,17,0,1,1,0,0,0,0
296.77,10,5,0,1,0,0,0,1,0
534.19,11,19,0,0,0,0,0,1,0
902.18,16,7,0,1,0,0,1,0,0
735.99,18,10,0,1,0,0,1,0,0
115.74,12,34,0,0,0,0,1,0,1
664.77,18,13,0,0,0,1,0,0,0
712.25,12,37,0,1,0,0,0,1,0
1187.08,16,8,0,1,1,0,0,0,0
189.93,12,3,0,1,0,0,1,0,0
783.48,15,8,0,1,1,0,0,0,0
1271.96,12,29,0,1,1,0,0,0,0
434.16,8,39,0,1,1,0,0,0,0
227.92,12,11,1,0,0,0,1,0,0
189.93,12,37,0,1,0,0,0,1,0
474.83,12,39,0,1,0,1,0,0,0
854.7,12,13,0,0,0,0,0,1,0
332.38,12,4,0,1,0,0,1,0,0
712.25,18,24,0,0,0,0,0,1,0
308.64,12,4,0,1,0,0,0,1,0
569.8,12,19,0,1,1,0,0,0,0
261.16,12,13,0,1,0,0,0,1,0
675.93,7,42,1,1,0,1,0,0,0
546.06,15,2,0,1,1,0,0,0,0
320.99,12,6,0,0,1,0,0,0,0
712.25,10,18,0,1,0,0,1,0,0
522.32,12,44,0,1,0,0,0,1,0
869.81,12,16,0,0,0,0,0,1,0
623.77,12,46,0,1,1,0,0,0,0
237.42,13,7,0,0,0,0,1,0,0
605.53,4,55,0,1,0,0,1,0,0
102.88,12,47,0,0,1,0,0,0,1
800.74,14,11,0,0,0,1,0,0,0
385.19,18,7,0,1,0,0,1,0,1
735.99,16,3,0,1,0,0,1,0,0
783.48,16,9,0,1,0,1,0,0,0
688.51,12,16,0,1,0,1,0,0,0
370.37,12,23,0,0,0,0,1,0,0
370.37,12,7,1,1,0,1,0,0,0
493.83,8,33,0,1,0,1,0,0,0
259.26,7,17,0,1,0,0,0,1,0
411.52,18,6,0,0,0,1,0,0,0
161.12,8,52,0,1,0,1,0,0,1
712.25,12,30,0,1,0,1,0,0,0
432.31,12,12,0,1,0,1,0,0,0
427.35,12,6,0,1,0,0,1,0,0
902.18,14,12,0,1,0,0,0,1,0
356.13,12,30,0,1,1,0,0,0,0
261.16,12,8,0,1,0,0,0,1,0
474.83,12,5,0,1,0,0,0,1,0
664.77,18,6,0,1,0,0,1,0,0
750.42,15,14,0,1,0,1,0,0,0
1187.08,12,18,0,1,0,0,0,1,0
569.8,13,9,0,1,0,0,0,1,0
973.41,15,35,0,1,0,0,1,0,0
1495.73,14,30,0,1,1,0,0,0,0
819.09,16,8,0,1,0,1,0,0,0
902.18,14,14,0,1,0,0,0,1,0
118.71,15,11,0,1,0,0,0,1,1
588.21,12,7,0,1,1,0,0,0,0
231.48,12,32,0,0,0,0,0,1,0
830.96,17,4,0,1,0,0,1,0,0
515.19,16,22,0,1,0,0,1,0,0
759.73,12,13,0,0,0,0,1,0,0
510.45,15,19,0,1,1,0,0,0,0
759.73,16,33,0,0,1,0,0,0,0
54.01,12,0,0,1,1,0,0,0,1
148.15,6,11,0,0,0,0,0,1,0
102.88,12,0,0,1,0,1,0,0,1
86.13,12,0,0,1,0,0,0,1,1
498.58,14,9,1,1,0,0,0,1,0
664.77,13,32,0,1,0,0,1,0,0
679.01,13,20,0,1,0,0,1,0,0
274.35,12,9,0,1,0,0,1,0,0
1068.38,16,38,0,1,1,0,0,0,0
459.94,11,16,0,0,0,0,1,0,0
356.13,13,30,0,1,0,0,1,0,0
1424.5,16,19,0,1,1,0,0,0,0
949.67,18,27,0,1,1,0,0,0,0
455.65,14,8,0,0,0,0,1,0,0
85.66,13,0,1,1,0,1,0,0,1
329.22,15,-1,0,1,1,0,0,0,0
1329.53,15,10,0,1,1,0,0,0,0
2374.15,18,30,0,0,0,1,0,0,0
522.32,12,7,0,1,0,1,0,0,0
949.67,11,43,0,1,0,1,0,0,0
958.62,12,30,0,1,0,1,0,0,0
66.48,12,52,0,1,1,0,0,0,1
1266.22,16,6,0,1,0,0,1,0,0
123.46,12,43,0,1,0,1,0,0,0
759.73,11,20,0,1,0,0,1,0,0
356.13,14,35,1,1,0,0,1,0,0
854.7,12,23,0,1,0,0,0,1,0
688.51,15,29,0,1,0,0,1,0,0
53.83,12,1,1,1,0,0,0,1,0
333.33,12,7,0,0,0,1,0,0,0
1068.38,18,23,0,0,0,0,0,1,0
752.54,14,29,0,1,1,0,0,0,0
1056.51,16,19,0,1,1,0,0,0,0
522.32,14,14,0,1,0,0,1,0,0
148.15,15,-1,0,1,0,0,1,0,0
1132.48,18,4,0,1,0,0,1,0,0
1210.83,16,21,0,1,0,1,0,0,0
284.9,12,2,0,1,0,0,1,0,0
142.45,13,0,0,0,0,0,0,1,0
740.74,12,35,0,1,0,1,0,0,0
324.89,8,38,1,0,0,0,1,0,0
740.74,14,9,0,1,0,1,0,0,0
252.06,11,1,0,1,0,1,0,0,0
875.69,12,8,0,1,0,0,1,0,0
119.9,14,5,0,1,0,0,0,1,1
621.31,13,17,0,0,0,0,1,0,0
91.62,12,5,0,0,0,1,0,0,0
498.58,18,7,0,1,0,1,0,0,0
783.48,12,33,0,1,0,1,0,0,0
2057.61,16,27,0,1,1,0,0,0,0
759.73,12,20,0,1,0,1,0,0,0
274.35,18,1,0,1,0,1,0,0,0
2374.15,18,19,0,1,1,0,0,0,0
451.09,12,5,0,0,0,1,0,0,0
740.74,12,12,0,1,0,0,1,0,0
929.84,16,23,0,1,0,0,1,0,0
347.22,12,10,0,1,0,0,1,0,0
498.58,12,20,1,1,1,0,0,0,0
352.73,10,24,0,1,0,0,0,1,0
1448.24,16,7,0,1,0,0,1,0,0
451.09,16,32,0,1,0,1,0,0,0
525.43,10,43,0,1,1,0,0,0,0
213.68,12,11,0,1,0,0,1,0,0
64.98,12,1,0,1,0,1,0,0,1
689.96,12,28,0,1,1,0,0,0,0
498.58,15,10,0,1,0,0,0,1,0
189.93,2,12,0,1,0,0,1,0,0
58.1,14,5,0,1,0,1,0,0,1
474.83,12,9,0,1,0,0,1,0,0
249.85,12,3,0,1,0,0,1,0,0
253.24,12,1,0,0,0,0,0,1,1
976.97,17,13,0,0,0,0,1,0,0
51.44,16,-1,0,1,1,0,0,0,1
949.67,12,13,0,1,0,0,1,0,0
818.11,12,11,0,1,0,1,0,0,0
157.02,14,-1,1,1,0,0,1,0,1
712.25,16,6,1,1,0,0,0,1,0
420.88,13,28,0,0,0,1,0,0,0
528.37,11,43,0,1,1,0,0,0,0
320.99,12,1,0,1,0,1,0,0,0
92.59,12,2,0,0,0,1,0,0,0
125.85,8,18,0,0,0,1,0,0,0
451.09,16,14,0,0,0,1,0,0,0
284.9,16,2,0,1,0,0,1,0,0
2374.15,18,16,0,1,1,0,0,0,0
205.76,12,3,0,1,1,0,0,0,0
284.9,10,10,0,1,0,0,0,1,0
530.06,12,45,0,1,0,0,1,0,1
370.37,12,16,0,1,0,0,1,0,0
1975.31,18,29,0,1,0,0,0,1,0
1899.34,18,17,0,1,0,0,0,1,0
1020.89,14,10,0,1,0,0,1,0,0
830.96,16,20,0,1,0,1,0,0,0
474.83,16,7,0,1,0,1,0,0,0
765.43,12,40,0,1,1,0,0,0,0
370.37,16,5,0,1,0,0,0,1,0
590.08,12,6,0,1,0,1,0,0,0
1068.38,18,24,0,1,0,1,0,0,0
565.84,18,35,0,1,0,0,0,1,1
94.97,12,7,0,1,1,0,0,0,0
807.22,12,22,0,1,0,1,0,0,0
379.87,12,10,0,0,0,1,0,0,0
2292.77,13,-1,0,1,0,0,0,1,0
237.42,12,3,0,1,0,0,0,1,0
971.89,12,18,0,1,0,1,0,0,0
878.44,18,20,0,1,0,1,0,0,0
790.12,14,12,0,1,0,0,1,0,0
154.32,12,45,0,1,0,0,0,1,0
